id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1337427357666332672,1337427357666332672,2020-12-11 11:01:44 EST,2020-12-11,11:01:44,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,More on Reading Buddies in 2020  https://t.co/OvQCH5xCYy,en,[],[],"['https://pbs.twimg.com/media/Eo9_FurWEAEMI_p.jpg', 'https://pbs.twimg.com/media/Eo9_FvVWEAMTySz.jpg', 'https://pbs.twimg.com/media/Eo9_FvYXEAAtnyE.jpg']",0,0,4,[],[],https://twitter.com/SGeorgelondon/status/1337427357666332672,False,,1,https://pbs.twimg.com/media/Eo9_FurWEAEMI_p.jpg,,,,,,,[],,,,
1337075768766193664,1337075768766193664,2020-12-10 11:44:39 EST,2020-12-10,11:44:39,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,Thank you @PcMickle for presenting (virtually) to our grade 6s today! The VIP program is alive at St George #KnightLife  https://t.co/NWBNGvUrP4,en,[],[],['https://pbs.twimg.com/media/Eo4_UozW4AAniqU.jpg'],0,0,6,['knightlife'],[],https://twitter.com/SGeorgelondon/status/1337075768766193664,False,,1,https://pbs.twimg.com/media/Eo4_UozW4AAniqU.jpg,,,,,,,[],,,,
1334917118270328835,1334917118270328835,2020-12-04 12:46:57 EST,2020-12-04,12:46:57,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,More...  https://t.co/5Gxx9dQD0h,en,[],[],['https://pbs.twimg.com/media/EoaUCn7WMAEsLrM.jpg'],0,0,3,[],[],https://twitter.com/SGeorgelondon/status/1334917118270328835,False,,1,https://pbs.twimg.com/media/EoaUCn7WMAEsLrM.jpg,,,,,,,[],,,,
1334917014285148162,1334917014285148162,2020-12-04 12:46:32 EST,2020-12-04,12:46:32,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,More...  https://t.co/DSqAdkx6GM,en,[],[],"['https://pbs.twimg.com/media/EoaT8pqXMAAFKmv.jpg', 'https://pbs.twimg.com/media/EoaT8scWEAAHuU5.jpg']",0,0,0,[],[],https://twitter.com/SGeorgelondon/status/1334917014285148162,False,,1,https://pbs.twimg.com/media/EoaT8pqXMAAFKmv.jpg,,,,,,,[],,,,
1334916815747764225,1334916815747764225,2020-12-04 12:45:45 EST,2020-12-04,12:45:45,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,Thinking of our community friends in Nursing Homes...  https://t.co/r0acEeav80,en,[],[],"['https://pbs.twimg.com/media/EoaTw6rW8AE5il4.jpg', 'https://pbs.twimg.com/media/EoaTw6qWMAAbp57.jpg']",0,0,7,[],[],https://twitter.com/SGeorgelondon/status/1334916815747764225,False,,1,https://pbs.twimg.com/media/EoaTw6rW8AE5il4.jpg,,,,,,,[],,,,
1334524218625695744,1334524218625695744,2020-12-03 10:45:42 EST,2020-12-03,10:45:42,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,We are U-Knight-Ed during the Advent season! #hopeful #preparing  https://t.co/FlKsC1kUJ7,en,[],[],['https://pbs.twimg.com/media/EoUus0PXUAQDeRG.jpg'],0,0,7,"['hopeful', 'preparing']",[],https://twitter.com/SGeorgelondon/status/1334524218625695744,False,,1,https://pbs.twimg.com/media/EoUus0PXUAQDeRG.jpg,,,,,,,[],,,,
1332396574098468867,1332396574098468867,2020-11-27 13:51:12 EST,2020-11-27,13:51:12,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,Art Club happening now in grade 3!  https://t.co/JVkMCagNCZ,en,[],[],['https://pbs.twimg.com/media/En2fnudXYAINJBd.jpg'],0,0,3,[],[],https://twitter.com/SGeorgelondon/status/1332396574098468867,False,,1,https://pbs.twimg.com/media/En2fnudXYAINJBd.jpg,,,,,,,[],,,,
1331705312919818246,1331705312919818246,2020-11-25 16:04:23 EST,2020-11-25,16:04:23,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,Advent is upon us!  https://t.co/ZGeZZnyQjc,en,[],[],['https://pbs.twimg.com/media/Ensq7BRXMAAkQDo.jpg'],0,0,1,[],[],https://twitter.com/SGeorgelondon/status/1331705312919818246,False,,1,https://pbs.twimg.com/media/Ensq7BRXMAAkQDo.jpg,,,,,,,[],,,,
1331286724815818752,1331286724815818752,2020-11-24 12:21:03 EST,2020-11-24,12:21:03,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,More...  https://t.co/pqbkvPF13h,en,[],[],['https://pbs.twimg.com/media/EnmuN_-W8AEDp3D.jpg'],0,0,0,[],[],https://twitter.com/SGeorgelondon/status/1331286724815818752,False,,1,https://pbs.twimg.com/media/EnmuN_-W8AEDp3D.jpg,,,,,,,[],,,,
1331286487971868678,1331286487971868678,2020-11-24 12:20:07 EST,2020-11-24,12:20:07,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,Getting ready for Advent!  https://t.co/JK32pE6Qzq,en,[],[],['https://pbs.twimg.com/media/EnmuAOBWEAAk_h2.jpg'],0,0,3,[],[],https://twitter.com/SGeorgelondon/status/1331286487971868678,False,,1,https://pbs.twimg.com/media/EnmuAOBWEAAk_h2.jpg,,,,,,,[],,,,
1331223618584514560,1331223618584514560,2020-11-24 08:10:18 EST,2020-11-24,08:10:18,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,Learning about Racism through the four pillars.  https://t.co/icbwF8NYs9,en,[],[],['https://pbs.twimg.com/media/Enl00quXMAE3h2h.jpg'],0,1,4,[],[],https://twitter.com/SGeorgelondon/status/1331223618584514560,False,,1,https://pbs.twimg.com/media/Enl00quXMAE3h2h.jpg,,,,,,,[],,,,
1329552560135483401,1329552560135483401,2020-11-19 17:30:06 EST,2020-11-19,17:30:06,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,We are so happy for you Mr. Heffernan! #amazingparents ⁦@LDCSB⁩  https://t.co/llhUPovAqy,en,"[{'screen_name': 'ldcsb', 'name': 'london district catholic school board', 'id': '418976237'}]",[],['https://pbs.twimg.com/media/EnOFAShXEAA31Zf.jpg'],0,0,24,['amazingparents'],[],https://twitter.com/SGeorgelondon/status/1329552560135483401,False,,1,https://pbs.twimg.com/media/EnOFAShXEAA31Zf.jpg,,,,,,,[],,,,
1329421541625520133,1329421541625520133,2020-11-19 08:49:29 EST,2020-11-19,08:49:29,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,This is us in 2020!!!  https://t.co/tog5pGW5jc,en,[],[],['https://pbs.twimg.com/media/EnMN2AiXYAECzR6.jpg'],0,0,11,[],[],https://twitter.com/SGeorgelondon/status/1329421541625520133,False,,1,https://pbs.twimg.com/media/EnMN2AiXYAECzR6.jpg,,,,,,,[],,,,
1328881913361293313,1328881913361293313,2020-11-17 21:05:12 EST,2020-11-17,21:05:12,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,"The Christmas Hamper program starts on Nov 30th. We are working with the parish team to help those in need this Christmas season. The week of November 30th, we will be accepting food, toy, and clothing donations.  https://t.co/70kepO59Fm",en,[],[],['https://pbs.twimg.com/media/EnEjDNyWEAEURkj.jpg'],0,1,6,[],[],https://twitter.com/SGeorgelondon/status/1328881913361293313,False,,1,https://pbs.twimg.com/media/EnEjDNyWEAEURkj.jpg,,,,,,,[],,,,
1328789033619742720,1328789033619742720,2020-11-17 14:56:07 EST,2020-11-17,14:56:07,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,Our student parliament has finished the November edition of the brand new “We Are U-KNIGHT-ED” board! This month we are looking for peacemakers in our school who “U-KNIGHT” the St George community! #KnightLife #studentleadership #PositiveVibesOnly  https://t.co/uX2PLVTSQP,en,[],[],['https://pbs.twimg.com/media/EnDOlNmW4AAGOPy.jpg'],0,2,7,"['knightlife', 'studentleadership', 'positivevibesonly']",[],https://twitter.com/SGeorgelondon/status/1328789033619742720,False,,1,https://pbs.twimg.com/media/EnDOlNmW4AAGOPy.jpg,,,,,,,[],,,,
1328424510018777088,1328424510018777088,2020-11-16 14:47:38 EST,2020-11-16,14:47:38,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,Student Parliament “u-knights” us!!!  https://t.co/aXjptYhgHd,en,[],[],['https://pbs.twimg.com/media/Em-DCjwXIAA18fS.jpg'],0,0,9,[],[],https://twitter.com/SGeorgelondon/status/1328424510018777088,False,,1,https://pbs.twimg.com/media/Em-DCjwXIAA18fS.jpg,,,,,,,[],,,,
1328344315408617473,1328344315408617473,2020-11-16 09:28:58 EST,2020-11-16,09:28:58,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,Our new Altar has arrived! Thank you S.T.A!!!  https://t.co/cXWqekAEkT,en,[],[],['https://pbs.twimg.com/media/Em86HLxXcAQBS8g.jpg'],2,0,36,[],[],https://twitter.com/SGeorgelondon/status/1328344315408617473,False,,1,https://pbs.twimg.com/media/Em86HLxXcAQBS8g.jpg,,,,,,,[],,,,
1326995268504530944,1326995268504530944,2020-11-12 16:08:21 EST,2020-11-12,16:08:21,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,More from Caribou Math!!! Math mind in motion!!!  https://t.co/2HHVo69yqe,en,[],[],['https://pbs.twimg.com/media/EmpvKPdXYAQ9KUU.jpg'],1,1,1,[],[],https://twitter.com/SGeorgelondon/status/1326995268504530944,False,,1,https://pbs.twimg.com/media/EmpvKPdXYAQ9KUU.jpg,,,,,,,[],,,,
1326943566288072704,1326943566288072704,2020-11-12 12:42:54 EST,2020-11-12,12:42:54,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,Our kids say “Byron Pizza is the best!” Hot lunch can happen during CoVID!@ByronPizza  https://t.co/hvey4tEMW0,en,[],[],['https://pbs.twimg.com/media/EmpAI4eWEAIQsyj.jpg'],0,0,7,[],[],https://twitter.com/SGeorgelondon/status/1326943566288072704,False,,1,https://pbs.twimg.com/media/EmpAI4eWEAIQsyj.jpg,,,,,,,[],,,,
1326942560410099714,1326942560410099714,2020-11-12 12:38:54 EST,2020-11-12,12:38:54,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,Caribou Math in Action... Thank you School Council for supporting enhancements to learning!  https://t.co/ppaQ87GOQX,en,[],[],"['https://pbs.twimg.com/media/Emo_OUJXEAA12sA.jpg', 'https://pbs.twimg.com/media/Emo_OULXMAE-OXt.jpg']",0,1,1,[],[],https://twitter.com/SGeorgelondon/status/1326942560410099714,False,,1,https://pbs.twimg.com/media/Emo_OUJXEAA12sA.jpg,,,,,,,[],,,,
1326588522904621056,1326588522904621056,2020-11-11 13:12:05 EST,2020-11-11,13:12:05,-0500,1145137417613168641,sgeorgelondon,@St.GeorgeLondon,,And this...  https://t.co/ry8Wjjcf4s,en,[],[],['https://pbs.twimg.com/media/Emj9Og9XcAAJAfl.jpg'],0,0,0,[],[],https://twitter.com/SGeorgelondon/status/1326588522904621056,False,,1,https://pbs.twimg.com/media/Emj9Og9XcAAJAfl.jpg,,,,,,,[],,,,
